A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
" zyrtec can make you sleepy at recommended doses if you want real nondrowsy you should try allegra",17,27.29,99.00,1.00,25.77,17.00,17.65,76.47,41.18,17.65,17.65,0.00,0.00,17.65,0.00,0.00,0.00,0.00,5.88,11.76,0.00,5.88,0.00,23.53,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53,0.00,0.00,0.00,0.00,29.41,0.00,5.88,17.65,11.76,0.00,5.88,0.00,0.00,0.00,0.00,11.76,5.88,5.88,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,23.53,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" my allergies have had me on a zyrtec for life always sleepy never sniffly uddude",15,52.71,2.31,98.01,25.77,15.00,13.33,86.67,53.33,13.33,13.33,13.33,0.00,0.00,0.00,0.00,0.00,6.67,13.33,13.33,6.67,0.00,6.67,13.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,13.33,0.00,6.67,0.00,0.00,0.00,20.00,6.67,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,20.00,0.00,6.67,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" in college i once had a zyrtec bender blacked out for four days and woke up in a tub of ice in oaxaca with a note pinned to my chest telling me one of my kidneys had been removed be careful",41,98.51,23.22,91.58,25.77,41.00,14.63,80.49,53.66,9.76,9.76,9.76,0.00,0.00,0.00,0.00,0.00,7.32,24.39,9.76,0.00,2.44,0.00,14.63,0.00,0.00,0.00,7.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,4.88,0.00,0.00,0.00,4.88,0.00,0.00,2.44,0.00,2.44,9.76,2.44,0.00,19.51,2.44,12.20,4.88,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" ok so zyrtec is the only allergy pill that works for me but knocks me on my ass and i wake up with a medication hangover the next morningnand yes pnw is bad for allergies i lived there for years and was getting  allergy shots a week bc ium allergic to everything but",53,66.22,9.34,72.17,5.57,53.00,16.98,90.57,54.72,13.21,9.43,9.43,0.00,0.00,0.00,0.00,3.77,7.55,13.21,5.66,5.66,11.32,0.00,11.32,1.89,0.00,0.00,0.00,0.00,5.66,1.89,3.77,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,7.55,0.00,1.89,0.00,0.00,1.89,3.77,0.00,0.00,0.00,0.00,18.87,3.77,15.09,0.00,1.89,7.55,0.00,1.89,1.89,1.89,1.89,3.77,5.66,0.00,11.32,0.00,3.77,7.55,1.89,0.00,0.00,0.00,0.00,0.00,7.55,1.89,1.89,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" then why am i in a small coma if i take zyrtec or xyzal? legit sleep  hours a day and tired the  ium awake ium not trying to be snarky i just need relief from the weapons grade pollen in the pnw without needing to hibernate during the few months we have sun",53,89.00,12.88,72.17,61.55,26.50,7.55,83.02,50.94,7.55,7.55,5.66,1.89,0.00,0.00,0.00,0.00,11.32,13.21,5.66,3.77,7.55,3.77,13.21,7.55,0.00,1.89,0.00,1.89,5.66,3.77,1.89,0.00,1.89,0.00,3.77,0.00,1.89,0.00,0.00,15.09,0.00,1.89,5.66,5.66,0.00,7.55,0.00,0.00,0.00,0.00,5.66,1.89,3.77,0.00,0.00,7.55,1.89,1.89,1.89,1.89,0.00,0.00,9.43,1.89,16.98,0.00,5.66,11.32,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00
" it was so weird because yesterday i was feeling super itchy everywhere so i ended up taking a benadryl at night and slept way too long   hours actually oops so now im not sure if i can take a zyrtec but it literally did fuck all for my runny nose",50,4.99,1.46,99.00,25.77,50.00,14.00,90.00,56.00,14.00,10.00,10.00,0.00,0.00,0.00,0.00,4.00,4.00,6.00,10.00,14.00,14.00,2.00,20.00,4.00,0.00,0.00,0.00,2.00,8.00,4.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,2.00,2.00,2.00,2.00,6.00,8.00,6.00,0.00,0.00,4.00,8.00,6.00,2.00,2.00,0.00,8.00,0.00,2.00,2.00,4.00,0.00,12.00,10.00,0.00,20.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" fwiw my allergist told me allegra tends to work betteris stronger than claritin and zyrtec tends to work betteris stronger than claritin (xyxal is basically zyrtec; same active ingredient) iuve found that to be true",35,86.18,19.58,13.15,99.00,35.00,28.57,68.57,34.29,8.57,5.71,5.71,0.00,0.00,0.00,0.00,2.86,0.00,14.29,5.71,2.86,2.86,0.00,17.14,20.00,14.29,0.00,0.00,0.00,11.43,11.43,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,11.43,2.86,0.00,0.00,0.00,2.86,5.71,0.00,0.00,0.00,0.00,2.86,0.00,2.86,0.00,0.00,11.43,0.00,5.71,5.71,0.00,0.00,5.71,17.14,0.00,0.00,0.00,0.00,0.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.57,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,5.71,0.00
" how did we survive as a species without allergy meds when i can't go a day without zyrtec because of fuckin ragweed",22,32.58,1.00,96.40,1.00,22.00,31.82,81.82,59.09,9.09,9.09,4.55,4.55,0.00,0.00,0.00,0.00,9.09,18.18,4.55,9.09,18.18,13.64,9.09,9.09,4.55,9.09,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,22.73,0.00,9.09,0.00,0.00,0.00,13.64,0.00,0.00,0.00,0.00,9.09,0.00,4.55,4.55,0.00,9.09,4.55,4.55,0.00,0.00,0.00,4.55,9.09,0.00,13.64,4.55,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00
" i left the house without popping a zyrtec fuck",9,98.87,1.00,98.01,1.00,9.00,22.22,77.78,44.44,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,11.11,22.22,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" zyrtec flonase zpack whenever the weather starts to change udduded ",10,93.26,50.00,93.30,25.77,10.00,40.00,50.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,30.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" zyrtec d worked amazing for me when i had bad allergies months ago i couldnut even breathe or sleep but the pharmacist recommended zyrtec d so i tried it itus kinda pricey but itus worth it",36,13.94,4.80,87.07,25.77,36.00,16.67,80.56,41.67,16.67,11.11,11.11,0.00,0.00,0.00,0.00,5.56,2.78,2.78,2.78,8.33,13.89,0.00,8.33,2.78,0.00,2.78,0.00,0.00,5.56,2.78,2.78,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,5.56,0.00,8.33,0.00,0.00,0.00,0.00,11.11,5.56,5.56,0.00,0.00,8.33,0.00,5.56,0.00,0.00,2.78,11.11,0.00,0.00,8.33,0.00,0.00,8.33,2.78,0.00,0.00,5.56,0.00,0.00,2.78,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i've taken one hr zyrtec every  hours since my friend's allergist told her to double up on her allegra three months ago  i'm not dead yet  u00af_(uc)_u00af",29,60.46,24.51,95.26,25.77,29.00,10.34,79.31,37.93,17.24,17.24,10.34,0.00,0.00,6.90,0.00,0.00,0.00,13.79,6.90,3.45,0.00,3.45,13.79,0.00,0.00,0.00,10.34,6.90,0.00,0.00,0.00,0.00,0.00,0.00,10.34,0.00,0.00,6.90,0.00,10.34,0.00,3.45,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,6.90,0.00,0.00,3.45,3.45,0.00,10.34,6.90,0.00,24.14,0.00,6.90,17.24,3.45,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,24.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,6.90,6.90
" i accidentally took two zyrtec and that shit fucked me up lmao i fell asleep for a whole  hours uddudc",20,78.30,1.00,93.30,1.00,20.00,5.00,85.00,40.00,20.00,15.00,15.00,0.00,0.00,0.00,0.00,5.00,5.00,10.00,0.00,0.00,5.00,0.00,15.00,5.00,0.00,0.00,5.00,5.00,15.00,5.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,10.00,0.00,5.00,0.00,10.00,0.00,0.00,5.00,5.00,0.00,15.00,0.00,0.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" generic fluticasone (aka flonase) and generic loratadine (claritin) the latter seems to deliver the drowsy i have actually never tried zyrtec possibly because it's more expensive but idk you pick one antihistamine and stick to it right?",37,26.53,13.98,54.14,25.77,37.00,32.43,70.27,43.24,13.51,8.11,5.41,0.00,2.70,0.00,0.00,5.41,5.41,5.41,5.41,5.41,10.81,5.41,13.51,2.70,2.70,0.00,2.70,2.70,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,18.92,2.70,5.41,0.00,5.41,2.70,5.41,0.00,0.00,0.00,0.00,2.70,0.00,2.70,0.00,0.00,2.70,0.00,2.70,0.00,0.00,0.00,2.70,10.81,0.00,8.11,2.70,2.70,2.70,0.00,0.00,0.00,2.70,0.00,0.00,2.70,0.00,2.70,0.00,0.00,2.70,16.22,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,2.70,10.81,0.00
" i developed allergies at the end of a long cold when i was in my late s would go from head to chest affecting my voice i live in socal and take something everyday  have for years flonase amp; zyrtec are my jam",43,69.13,8.15,98.96,25.77,43.00,13.95,86.05,53.49,18.60,13.95,13.95,0.00,0.00,0.00,0.00,4.65,4.65,16.28,9.30,2.33,4.65,0.00,18.60,4.65,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.30,0.00,2.33,2.33,2.33,2.33,0.00,4.65,0.00,2.33,2.33,9.30,4.65,4.65,0.00,0.00,2.33,0.00,0.00,0.00,2.33,0.00,2.33,11.63,0.00,23.26,2.33,9.30,11.63,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i also  have fall and winter allergies ium just rotating back into zyrtec and flonase  combo i like to switch up otherwise iull never make it through a season donut waste money on alavert",34,51.03,11.97,99.00,79.41,34.00,17.65,73.53,50.00,8.82,5.88,5.88,0.00,0.00,0.00,0.00,2.94,2.94,14.71,2.94,11.76,11.76,2.94,8.82,0.00,0.00,0.00,0.00,0.00,2.94,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.82,0.00,2.94,0.00,0.00,2.94,2.94,0.00,0.00,0.00,0.00,2.94,0.00,2.94,0.00,0.00,2.94,0.00,0.00,2.94,0.00,0.00,0.00,5.88,0.00,26.47,5.88,11.76,11.76,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" zyrtec  sneezing immediately whenever i set foot outside is my ride or die",13,3.62,1.07,99.00,25.77,13.00,30.77,76.92,53.85,15.38,15.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,15.38,15.38,0.00,15.38,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,30.77,7.69,7.69,15.38,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" omg i almost died this morning uddudeuddudeuddudeuddude my nose was so stuffy i dead ass couldnut breathe i will make sure i take my zyrtec every single night ",28,5.89,1.00,89.63,87.20,28.00,14.29,85.71,39.29,25.00,21.43,21.43,0.00,0.00,0.00,0.00,3.57,0.00,0.00,7.14,7.14,3.57,0.00,17.86,3.57,0.00,0.00,3.57,7.14,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,3.57,0.00,3.57,7.14,0.00,3.57,0.00,0.00,0.00,10.71,10.71,0.00,0.00,0.00,3.57,0.00,0.00,0.00,3.57,0.00,7.14,7.14,3.57,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,7.14,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i got two zyrtec tabs in my body a pocket full of fishermanus friend and a fucking bandage on my goddamn face cause ya boy fucked up hard at shaving letus get this bread",34,95.58,27.83,66.34,1.00,34.00,14.71,82.35,38.24,14.71,11.76,8.82,0.00,2.94,0.00,0.00,2.94,5.88,14.71,0.00,0.00,2.94,0.00,8.82,8.82,0.00,0.00,2.94,0.00,8.82,0.00,8.82,0.00,8.82,0.00,8.82,0.00,2.94,0.00,2.94,2.94,0.00,2.94,0.00,0.00,0.00,0.00,2.94,0.00,0.00,2.94,17.65,5.88,2.94,5.88,2.94,11.76,2.94,0.00,2.94,5.88,0.00,5.88,2.94,0.00,14.71,0.00,14.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,8.82,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i figured but still nnprotip to kick off taking antihistamines take a zyrtec allegra or claritin w a hr chlortrimeton tablet at night on day  and that very often jump starts that  day delay period you experience so it works on day one this will make you very sleepy tho",50,41.39,57.92,99.00,25.77,50.00,14.00,84.00,48.00,14.00,6.00,2.00,0.00,4.00,0.00,0.00,8.00,4.00,10.00,2.00,12.00,10.00,0.00,16.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,10.00,2.00,2.00,0.00,4.00,0.00,4.00,2.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,6.00,0.00,2.00,0.00,4.00,0.00,0.00,12.00,2.00,28.00,2.00,8.00,18.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" still struggle with sleep wake up at  am everyday without fail unless i take a zyrtec before i go to bed then i have brain and zyrtec fog the next dayudeuddudcudffduduufe0fudeuddudcudffduduufe0f",31,84.99,2.69,99.00,1.00,31.00,12.90,90.32,58.06,12.90,9.68,9.68,0.00,0.00,0.00,0.00,3.23,6.45,22.58,6.45,3.23,9.68,3.23,12.90,6.45,3.23,0.00,0.00,0.00,6.45,0.00,6.45,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00,0.00,0.00,3.23,6.45,0.00,0.00,0.00,0.00,9.68,9.68,0.00,0.00,0.00,12.90,0.00,3.23,9.68,3.23,3.23,0.00,12.90,3.23,29.03,3.23,6.45,19.35,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i take claritin d zyrtec and montelukast when it's bad when it's really bad i say fuck it take a benadryl and go to sleep",25,2.70,11.52,69.14,1.00,25.00,12.00,80.00,48.00,20.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,4.00,4.00,8.00,12.00,16.00,0.00,28.00,0.00,0.00,8.00,0.00,0.00,12.00,0.00,12.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,8.00,4.00,0.00,4.00,0.00,16.00,0.00,0.00,0.00,8.00,8.00,0.00,28.00,0.00,12.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00
" have you tried coricidin  or zyrtec? claritin tends to make me loose sleep",13,43.96,50.00,17.46,25.77,6.50,15.38,76.92,38.46,15.38,15.38,7.69,0.00,7.69,0.00,0.00,0.00,0.00,7.69,7.69,0.00,7.69,0.00,30.77,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,15.38,0.00,7.69,0.00,7.69,0.00,7.69,7.69,0.00,0.00,7.69,7.69,7.69,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,7.69,23.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00
" happy first day of spring hereus to my good friends zyrtec sudafed and flonase donut know how ium gunna make it through spring without you uddude0",26,65.46,50.00,83.83,99.00,26.00,23.08,73.08,38.46,11.54,7.69,3.85,0.00,3.85,0.00,0.00,3.85,0.00,15.38,3.85,3.85,7.69,3.85,11.54,3.85,0.00,3.85,3.85,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,0.00,3.85,0.00,0.00,15.38,3.85,7.69,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,7.69,3.85,15.38,0.00,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" poor baby nnsilver lining the dish frames her sweet face beautifullyudeuddnnon serious notewould benadryl or zyrtec help w itching? or wash area w mix of ho amp; apple cider vinegar (if no broken skin) a friend does the latter w his dog to remove irritants amp; it helps ask vet?",50,85.72,72.57,1.00,4.95,25.00,16.00,60.00,26.00,6.00,4.00,0.00,0.00,0.00,4.00,0.00,2.00,6.00,4.00,2.00,0.00,6.00,2.00,8.00,8.00,0.00,0.00,0.00,0.00,10.00,4.00,6.00,2.00,0.00,0.00,14.00,2.00,2.00,2.00,2.00,6.00,0.00,0.00,2.00,6.00,0.00,6.00,6.00,0.00,0.00,4.00,12.00,6.00,4.00,0.00,4.00,8.00,6.00,0.00,4.00,0.00,0.00,0.00,8.00,0.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00
" claritin never worked for me took benadryl when i could be drowsy now live on zyrtec from apr to oct",20,38.60,6.70,74.76,25.77,20.00,10.00,75.00,55.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,15.00,5.00,5.00,25.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,10.00,15.00,0.00,20.00,0.00,5.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" all those wasted years fighting through allergy symptoms without meds because of that one time i had a terrible experience with claritinnnthank glob for zyrtec",25,93.26,21.18,20.24,1.00,25.00,36.00,80.00,44.00,12.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,20.00,4.00,0.00,4.00,4.00,4.00,4.00,0.00,0.00,4.00,4.00,8.00,0.00,8.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,12.00,0.00,4.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,8.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" we're here for you our allergycast app may also help you plan your day around the daily allergy impact ",19,12.81,99.00,19.27,25.77,19.00,10.53,94.74,57.89,26.32,26.32,0.00,10.53,15.79,0.00,0.00,0.00,5.26,10.53,5.26,15.79,5.26,0.00,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.58,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,0.00,21.05,15.79,5.26,5.26,0.00,0.00,0.00,5.26,10.53,15.79,0.00,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
" time to change the process for every gun purchase i have to work harder to get some fucking zyrtec d ",20,99.00,15.86,15.86,1.00,20.00,15.00,80.00,35.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,5.00,0.00,0.00,0.00,10.00,10.00,5.00,0.00,0.00,10.00,5.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,5.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,5.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,0.00,15.00,0.00,10.00,5.00,0.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" popped a zyrtec yesterday and fuck that shit never again",10,8.69,1.00,93.30,1.00,10.00,10.00,80.00,50.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,20.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,30.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" uddudcac whatcha doing today? any fun plans?nnium struggling this morning yuall my allergies were kicking my ass yesterday so i took a zyrtec before bed (i normally take zyrtecd but ium out) i slept fairly well but omg ium basically useless today iumu  ",44,38.60,3.48,85.21,25.77,22.00,25.00,79.55,36.36,13.64,11.36,11.36,0.00,0.00,0.00,0.00,2.27,2.27,4.55,4.55,6.82,6.82,0.00,13.64,4.55,2.27,0.00,0.00,2.27,9.09,4.55,4.55,2.27,0.00,2.27,0.00,0.00,0.00,0.00,0.00,11.36,0.00,0.00,2.27,4.55,0.00,4.55,0.00,0.00,0.00,0.00,6.82,4.55,2.27,0.00,0.00,11.36,0.00,2.27,4.55,4.55,0.00,9.09,6.82,2.27,13.64,0.00,2.27,11.36,0.00,2.27,2.27,0.00,0.00,0.00,6.82,2.27,2.27,0.00,2.27,0.00,9.09,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,0.00
