Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
" oh no way?? i take benadryl if theyure really bad and itchy i get splotchy face and whatnot but zyrtec sends me to sleep uddude0 iuve never found out whatus the cause of mine",34,42.68,1.00,97.06,1.76,17.00,14.71,76.47,44.12,11.76,11.76,11.76,0.00,0.00,0.00,0.00,0.00,2.94,8.82,0.00,5.88,11.76,5.88,11.76,0.00,0.00,0.00,0.00,0.00,2.94,0.00,2.94,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,17.65,2.94,2.94,2.94,2.94,2.94,8.82,2.94,0.00,0.00,2.94,8.82,8.82,2.94,0.00,0.00,8.82,0.00,0.00,0.00,5.88,2.94,2.94,8.82,0.00,11.76,2.94,5.88,2.94,0.00,0.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,2.94,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00
" iuve taken two zyrtec in the last  hours and my allergies are still killing me i change my mind fuck san antonio",22,44.96,1.20,99.00,1.00,22.00,13.64,77.27,40.91,18.18,18.18,18.18,0.00,0.00,0.00,0.00,0.00,4.55,4.55,4.55,4.55,4.55,0.00,13.64,0.00,0.00,0.00,4.55,0.00,9.09,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,4.55,4.55,0.00,4.55,0.00,0.00,0.00,4.55,0.00,4.55,9.09,0.00,22.73,4.55,4.55,13.64,0.00,0.00,0.00,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" great advice i've just been vigilant on washing my hands and taking my zyrtec i've been told i will develop resistance to my own pet i will also vaccum frequently which will help in hs at a sleepover my friend had a long hair siamese in her room and never vacuumed  udeudduddudeudeudduddude",52,13.27,22.08,90.44,62.24,52.00,17.31,84.62,55.77,19.23,17.31,15.38,0.00,0.00,1.92,0.00,1.92,3.85,9.62,15.38,7.69,5.77,1.92,21.15,1.92,0.00,1.92,0.00,0.00,1.92,1.92,0.00,0.00,0.00,0.00,9.62,0.00,1.92,1.92,0.00,1.92,0.00,0.00,0.00,0.00,1.92,0.00,1.92,0.00,0.00,1.92,3.85,1.92,1.92,0.00,0.00,11.54,3.85,0.00,3.85,3.85,1.92,7.69,3.85,5.77,15.38,0.00,11.54,3.85,1.92,0.00,5.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00
" i hate waking up literally not being able to breathe the weather in san diego is killing me i have to take my inhaler and a zyrtec before i fall asleep and when i wake up and let me tell you waking up literally not being able to breathe makes you angry uddudeduddudeudeudd",53,50.56,12.88,93.70,1.00,53.00,15.09,83.02,56.60,16.98,16.98,13.21,0.00,3.77,0.00,0.00,0.00,3.77,15.09,9.43,1.89,7.55,3.77,16.98,5.66,1.89,1.89,0.00,0.00,5.66,0.00,5.66,0.00,5.66,0.00,5.66,0.00,0.00,0.00,0.00,5.66,0.00,1.89,0.00,0.00,0.00,3.77,0.00,0.00,0.00,0.00,9.43,9.43,0.00,0.00,0.00,11.32,0.00,3.77,5.66,1.89,0.00,0.00,11.32,0.00,13.21,1.89,7.55,3.77,0.00,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" everytime i take a zyrtec i get like knocked the fuck out like dead sleep for  hours with little to no hope of waking me up anyone else get like this from taking zyrtec or is it just me ? uddude0",40,95.28,4.01,74.76,25.77,20.00,7.50,87.50,57.50,17.50,10.00,10.00,0.00,0.00,0.00,0.00,7.50,5.00,25.00,2.50,2.50,2.50,2.50,17.50,0.00,7.50,0.00,0.00,0.00,5.00,2.50,2.50,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,2.50,7.50,2.50,5.00,0.00,0.00,0.00,0.00,5.00,2.50,0.00,2.50,0.00,12.50,0.00,0.00,2.50,10.00,0.00,0.00,15.00,2.50,12.50,0.00,7.50,5.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,2.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
" i want to die uddudee ran out of  and ium broke as fuck and canut afford more till the st udduded killme myfaceithurts sinusessuck  pressure pain nausea uddudedudduded",28,96.00,23.75,4.35,1.00,28.00,21.43,71.43,32.14,3.57,3.57,3.57,0.00,0.00,0.00,0.00,0.00,3.57,17.86,0.00,0.00,14.29,0.00,17.86,7.14,7.14,0.00,0.00,3.57,17.86,0.00,17.86,3.57,7.14,3.57,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,3.57,0.00,0.00,0.00,3.57,0.00,0.00,3.57,14.29,0.00,10.71,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,10.71,0.00,10.71,3.57,3.57,3.57,0.00,0.00,0.00,0.00,0.00,7.14,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" follow up xanax  zyrtec  the best sleep you will ever have in your damn life carpe diem muthafuckahhhhs letus do all the stuff",23,71.39,90.38,27.39,25.77,23.00,4.35,78.26,47.83,13.04,8.70,0.00,0.00,8.70,0.00,0.00,4.35,8.70,8.70,13.04,4.35,0.00,0.00,17.39,4.35,4.35,0.00,0.00,4.35,8.70,4.35,4.35,0.00,4.35,0.00,8.70,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,13.04,4.35,8.70,0.00,0.00,8.70,0.00,4.35,8.70,4.35,0.00,0.00,13.04,4.35,17.39,4.35,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i take flonase and zyrtec daily for cat allergies so theyure unfortunately ineffective when i get hit with a cold udduded but the tradeoff is worth it if i can live with adorable fluffy friends without sneezing all the time",40,59.74,6.70,43.37,2.89,40.00,27.50,82.50,45.00,10.00,7.50,7.50,0.00,0.00,0.00,0.00,2.50,7.50,10.00,5.00,5.00,12.50,2.50,12.50,5.00,0.00,2.50,0.00,2.50,7.50,2.50,5.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,10.00,0.00,0.00,2.50,2.50,2.50,7.50,2.50,0.00,0.00,2.50,5.00,0.00,5.00,0.00,0.00,10.00,2.50,2.50,0.00,5.00,0.00,0.00,12.50,0.00,7.50,0.00,0.00,7.50,2.50,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" without zyrtec spend the entire day sneezing and snifflingnwith zyrtec nose is so dry that it bleeds and hurts to breathe throughnni use my turn signals i say please and thank you iuve never been to a country music festival i uddudcf donut uddudcfdeserve uddudcf this uddudcf",47,43.03,26.16,25.35,93.02,47.00,25.53,78.72,42.55,14.89,8.51,6.38,0.00,2.13,0.00,0.00,6.38,4.26,8.51,4.26,4.26,8.51,4.26,14.89,2.13,0.00,0.00,0.00,2.13,8.51,6.38,2.13,0.00,0.00,2.13,4.26,0.00,0.00,0.00,0.00,8.51,0.00,2.13,0.00,0.00,4.26,2.13,12.77,0.00,4.26,4.26,6.38,6.38,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,12.77,0.00,8.51,2.13,2.13,4.26,0.00,4.26,0.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i recommend zyrtec its an anti histaminic zinc as a daily thing to take also helps with the allergies also afrinotrivin for your nose if your nose is fucked i've been living with cats for  years now and i've had allergies ever since also try to make contact limited",49,40.01,65.86,21.80,25.77,49.00,14.29,87.76,57.14,14.29,10.20,6.12,0.00,4.08,0.00,0.00,4.08,6.12,16.33,10.20,10.20,12.24,0.00,22.45,4.08,2.04,0.00,0.00,0.00,4.08,2.04,2.04,0.00,2.04,0.00,10.20,0.00,2.04,0.00,0.00,10.20,0.00,4.08,2.04,4.08,2.04,2.04,4.08,0.00,0.00,0.00,12.24,4.08,6.12,2.04,0.00,8.16,2.04,4.08,0.00,2.04,0.00,6.12,16.33,0.00,10.20,0.00,0.00,10.20,0.00,0.00,0.00,0.00,0.00,0.00,2.04,2.04,0.00,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,0.00,0.00
" zyrtec wonut kill your liver like benadryl is much more effective and you only have to take one a day legit changed my life",24,62.04,89.42,23.51,25.77,24.00,12.50,87.50,41.67,12.50,12.50,4.17,0.00,8.33,0.00,0.00,0.00,4.17,8.33,8.33,4.17,4.17,0.00,16.67,8.33,8.33,0.00,4.17,8.33,8.33,4.17,4.17,0.00,4.17,0.00,8.33,0.00,0.00,0.00,0.00,8.33,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,4.17,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,4.17,12.50,0.00,8.33,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" naw i ainut tryin to die the way my allergies set up send me some zyrtec and iud fuck with you more",22,87.93,32.48,85.21,1.00,22.00,4.55,72.73,40.91,18.18,18.18,13.64,0.00,4.55,0.00,0.00,0.00,4.55,13.64,0.00,0.00,4.55,0.00,13.64,4.55,4.55,0.00,0.00,9.09,4.55,0.00,4.55,0.00,4.55,0.00,9.09,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,4.55,4.55,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,13.64,0.00,13.64,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" ugh it's the fuckin worst i used to get woken up out of a dead sleep and couldn't really do anything about it until i switched to benadryl i was taking zyrtec in the mornings before which i'll still do sometimes if the weather's really shitty here it's all the yearround pollen",52,49.42,2.76,74.76,1.00,52.00,15.38,88.46,63.46,17.31,7.69,7.69,0.00,0.00,0.00,0.00,9.62,9.62,17.31,13.46,9.62,5.77,1.92,21.15,5.77,3.85,1.92,0.00,1.92,7.69,0.00,7.69,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,1.92,3.85,5.77,1.92,5.77,0.00,0.00,0.00,0.00,5.77,3.85,0.00,1.92,0.00,7.69,0.00,0.00,1.92,3.85,1.92,5.77,9.62,1.92,15.38,0.00,5.77,9.62,0.00,0.00,0.00,0.00,0.00,1.92,5.77,3.85,0.00,0.00,1.92,0.00,9.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.62,0.00,0.00
" same but live alonenndoc said wmy symptoms to just assume itus covidudeudda0 stay home take care of myself hardcore socialisolation take max strength mucinex x day (amp; my usual flonase zyrtec vitc) drink tons of water get lots of sleep clear out mucus amp; try to stay sane",48,96.33,33.83,35.37,92.40,48.00,16.67,68.75,20.83,4.17,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,2.08,2.08,0.00,18.75,8.33,2.08,0.00,0.00,4.17,4.17,4.17,0.00,0.00,0.00,0.00,2.08,0.00,0.00,0.00,0.00,10.42,2.08,0.00,0.00,6.25,2.08,2.08,4.17,2.08,2.08,0.00,10.42,2.08,4.17,0.00,4.17,10.42,0.00,2.08,2.08,6.25,0.00,2.08,16.67,0.00,10.42,4.17,6.25,4.17,0.00,2.08,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00
" xyzal is essentially zyrtec on steroids a stronger formulation of a similar active ingredient a combo of xyzal and flonase keep me alive through all the seasons as i am allergic to every fool thing on the planet it seems",40,97.87,40.12,15.86,72.57,40.00,25.00,77.50,50.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,12.50,17.50,5.00,2.50,5.00,0.00,10.00,12.50,7.50,0.00,0.00,5.00,7.50,5.00,2.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,7.50,2.50,0.00,0.00,2.50,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,2.50,0.00,0.00,2.50,0.00,0.00,0.00,10.00,0.00,7.50,0.00,5.00,2.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" new diet idea have allergies so bad that you have to take zyrtec benadryl and allegra so you end up just sleeping too much to eat udeuddudcudffbuduufe0f",27,18.82,93.07,15.12,1.00,27.00,18.52,85.19,48.15,11.11,7.41,0.00,0.00,7.41,0.00,0.00,3.70,0.00,11.11,7.41,14.81,11.11,0.00,18.52,7.41,0.00,0.00,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,3.70,7.41,0.00,7.41,11.11,0.00,0.00,3.70,3.70,3.70,0.00,14.81,0.00,11.11,0.00,3.70,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" another dick head covid  patient coming in to the er  because his allergies are bothering him gtfoh endangering others for stupidity  get a fuckin zyrtec amp; go to sleep",29,93.26,36.51,1.00,1.00,29.00,24.14,79.31,41.38,13.79,6.90,0.00,0.00,0.00,6.90,0.00,6.90,6.90,13.79,3.45,0.00,3.45,0.00,13.79,3.45,0.00,0.00,0.00,3.45,10.34,0.00,10.34,0.00,10.34,0.00,6.90,0.00,0.00,0.00,6.90,6.90,0.00,3.45,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,17.24,10.34,3.45,6.90,0.00,3.45,0.00,0.00,0.00,3.45,0.00,0.00,10.34,3.45,10.34,6.90,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,6.90,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" taking zyrtec at night to treat my hives has done nothing to help my hives but holy fuck itus making me very tired and i am almost sleeping through the night without a ptsd nightmare",35,60.73,1.15,78.40,1.91,35.00,14.29,85.71,54.29,11.43,11.43,11.43,0.00,0.00,0.00,0.00,0.00,5.71,14.29,8.57,5.71,5.71,5.71,20.00,8.57,0.00,0.00,0.00,0.00,8.57,2.86,5.71,0.00,2.86,0.00,2.86,0.00,0.00,0.00,0.00,14.29,0.00,2.86,0.00,2.86,2.86,5.71,0.00,0.00,0.00,0.00,8.57,2.86,2.86,2.86,0.00,5.71,2.86,0.00,2.86,2.86,0.00,2.86,8.57,0.00,8.57,0.00,2.86,5.71,0.00,0.00,0.00,0.00,2.86,0.00,2.86,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" youull get use to them ium super super allergic to cats but iuve also never lived without one i just sneeze and wheeze until eventually i get used to them taking zyrtec really helps but ium lazy and donut take it ever",42,18.82,11.70,68.01,95.81,42.00,7.14,80.95,47.62,11.90,9.52,4.76,0.00,0.00,0.00,4.76,2.38,0.00,11.90,0.00,14.29,14.29,4.76,19.05,4.76,0.00,0.00,2.38,0.00,9.52,7.14,2.38,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,19.05,0.00,4.76,0.00,0.00,4.76,9.52,2.38,0.00,2.38,0.00,7.14,0.00,7.14,0.00,0.00,19.05,2.38,7.14,0.00,9.52,0.00,4.76,11.90,2.38,9.52,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" xyzal is essentially zyrtec on steroids a stronger formulation of a similar active ingredient a combo of xyzal and flonase keep me alive through all the seasons as i am allergic to every fool thing on the planet it seems",40,97.87,40.12,15.86,72.57,40.00,25.00,77.50,50.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,12.50,17.50,5.00,2.50,5.00,0.00,10.00,12.50,7.50,0.00,0.00,5.00,7.50,5.00,2.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,7.50,2.50,0.00,0.00,2.50,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,2.50,0.00,0.00,2.50,0.00,0.00,0.00,10.00,0.00,7.50,0.00,5.00,2.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" it was just constant hacking before i went on it i couldn't breathe or eat or sleep or talk or live without wheezing my lungs straight out of my facehole it takes singulair zyrtec benadryl symbicort and an albuterol inhaler to keep me oxygenated",44,38.60,1.00,98.47,25.77,44.00,31.82,81.82,52.27,18.18,11.36,11.36,0.00,0.00,0.00,0.00,6.82,2.27,13.64,4.55,2.27,11.36,4.55,15.91,4.55,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,13.64,0.00,0.00,2.27,9.09,0.00,11.36,2.27,0.00,2.27,0.00,15.91,9.09,4.55,0.00,2.27,2.27,0.00,0.00,0.00,2.27,0.00,4.55,11.36,0.00,13.64,2.27,6.82,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00
" fuck ium allergic to my hand soap and or hand cream and my wrists are swollen now without getting a shot for it this should last about  weeks  lovely i really needed this thanks (and no bendryl doesnt do shit nor does cortisone topicals occasionally zyrtec and zantec)",48,9.17,1.00,35.37,25.77,48.00,16.67,83.33,52.08,12.50,6.25,6.25,0.00,0.00,0.00,0.00,6.25,2.08,8.33,10.42,6.25,12.50,8.33,18.75,2.08,0.00,0.00,0.00,0.00,8.33,4.17,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,14.58,0.00,0.00,4.17,4.17,0.00,8.33,4.17,0.00,0.00,4.17,16.67,8.33,4.17,2.08,2.08,2.08,0.00,0.00,0.00,2.08,0.00,2.08,14.58,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00
" time for zyrtec  fuck you for recommending cities plant male trees to avoid seeds much like humans women arent the problem",21,98.45,92.33,1.00,1.00,21.00,9.52,76.19,33.33,4.76,4.76,0.00,0.00,4.76,0.00,0.00,0.00,4.76,19.05,4.76,0.00,0.00,4.76,9.52,0.00,4.76,0.00,0.00,4.76,14.29,0.00,14.29,4.76,4.76,0.00,23.81,0.00,0.00,4.76,4.76,9.52,0.00,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,4.76,0.00,9.52,0.00,0.00,0.00,0.00,9.52,0.00,9.52,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" we live on zyrtec   never makes us sleepy  but if it does for some reason thereus also zyrtec d (has a decongestant in it) that helps",26,16.45,77.92,38.39,89.84,26.00,7.69,84.62,57.69,19.23,7.69,0.00,7.69,0.00,0.00,0.00,11.54,3.85,11.54,7.69,7.69,11.54,3.85,19.23,3.85,0.00,0.00,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,0.00,23.08,3.85,7.69,3.85,7.69,3.85,7.69,0.00,0.00,0.00,0.00,11.54,3.85,7.69,0.00,0.00,11.54,11.54,0.00,0.00,0.00,0.00,0.00,19.23,0.00,11.54,0.00,7.69,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00
" zyrtecus active ingredient is cetirizine which is a fast acting antihistamine so while drowsiness is a side effect of the medication zyrtec can have a stronger affect on people i canut do anything if i take them they make me brain dead and sleep for hours",46,41.63,41.41,40.55,93.61,46.00,17.39,84.78,52.17,15.22,10.87,6.52,0.00,0.00,0.00,4.35,4.35,8.70,6.52,13.04,2.17,8.70,0.00,17.39,4.35,2.17,2.17,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,6.52,0.00,0.00,0.00,0.00,10.87,2.17,6.52,2.17,4.35,0.00,2.17,0.00,0.00,0.00,0.00,8.70,4.35,4.35,0.00,0.00,4.35,0.00,0.00,2.17,2.17,0.00,0.00,17.39,0.00,10.87,2.17,4.35,6.52,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" this happened to me a few years ago  didnut change anything in my diet or switch lotionssoap and the doctors never figured it out uddude i was told to take zyrtec  in the morning  at night and to put whatever lotion you use in the fridge before use to help",50,93.26,42.08,99.00,25.77,50.00,14.00,88.00,54.00,16.00,8.00,6.00,0.00,2.00,0.00,0.00,8.00,8.00,20.00,2.00,2.00,6.00,2.00,14.00,4.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,14.00,2.00,6.00,0.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,2.00,6.00,2.00,0.00,4.00,2.00,0.00,8.00,6.00,0.00,26.00,4.00,10.00,12.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i didnut take zyrtec for a week and forgot to spray my noise all weekend needless to sayi bout died uddude saharandust isthatwhatskillingme allergies ",24,96.33,20.24,23.51,25.77,24.00,20.83,66.67,29.17,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,4.17,12.50,0.00,0.00,4.17,0.00,12.50,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,8.33,4.17,0.00,8.33,0.00,0.00,8.33,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" my allergies have been killing me today but all i had was an expired zyrtec and then later got nondroswy claritin and long story short i ended up taking both sleeping on and off all day while my kid climbed all over me and wrecked the house and my throat still hurts saturdaze",53,34.80,12.88,99.00,1.00,53.00,16.98,90.57,49.06,13.21,13.21,13.21,0.00,0.00,0.00,0.00,0.00,3.77,7.55,7.55,1.89,15.09,0.00,15.09,5.66,1.89,0.00,0.00,7.55,3.77,0.00,3.77,0.00,1.89,1.89,3.77,0.00,0.00,0.00,0.00,7.55,0.00,0.00,0.00,0.00,5.66,1.89,1.89,0.00,0.00,1.89,5.66,3.77,1.89,0.00,0.00,11.32,0.00,1.89,5.66,3.77,0.00,11.32,3.77,1.89,28.30,1.89,13.21,13.21,0.00,0.00,1.89,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" take one tablet every  hours do not exceed one tabletnnmakes mocking voicendo not exceed one tabletnnon what pollenfree planet zyrtec?nnpops nfuck you i'm dying here ",26,24.14,22.08,17.46,1.00,26.00,19.23,61.54,26.92,11.54,7.69,3.85,0.00,3.85,0.00,0.00,3.85,0.00,0.00,7.69,3.85,0.00,7.69,15.38,0.00,0.00,3.85,11.54,3.85,3.85,0.00,3.85,0.00,3.85,0.00,7.69,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,0.00,3.85,7.69,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,3.85,0.00,0.00,11.54,0.00,3.85,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,3.85,0.00,0.00
"  days ago i started taking xyzal every night for my allergies amp; i swear its a miracle pill i recommend trying that bc its made a hell of a difference  me my dreams have been really nuts lately also when i do sleep you r not alone there wishing u the best on ur next tripuddudc",56,21.19,14.19,94.05,6.15,56.00,12.50,89.29,53.57,23.21,17.86,12.50,0.00,5.36,0.00,0.00,5.36,7.14,5.36,5.36,8.93,5.36,1.79,14.29,7.14,3.57,1.79,0.00,1.79,5.36,1.79,3.57,0.00,1.79,1.79,5.36,0.00,0.00,0.00,0.00,14.29,0.00,3.57,1.79,1.79,1.79,5.36,0.00,0.00,0.00,0.00,5.36,1.79,3.57,0.00,1.79,5.36,0.00,3.57,1.79,3.57,0.00,7.14,3.57,1.79,14.29,0.00,1.79,12.50,0.00,1.79,0.00,0.00,1.79,0.00,8.93,1.79,7.14,0.00,0.00,0.00,1.79,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
